SECClasS_Code;SECCLasS_Title;WBS_L1;WBS_Title_L1;WBS_L2;WBS_Title_L2;WBS_L3;WBS_Title_L3;WBS_Code;WBS_Title;Expected_lifespan;Unit of Measure;Conversion Factor (Kg/m3, Kg/m2, kg/m, kg/u);Unit_Cost;GWP A1-A3 (kgCo2e/m3, kgCo2e/m2, kgCo2e/m, kgCo2e/u);Concrete (%);Clay bricks (%);Ceramic Tiles (%);Ceramic (%);Wood (%);Glass (%);Plastics (%);Bituminous material (%);Copper (%);Aluminium (%);Steel (%);Metal (%);Stone (%);Cork (%);Expanded polystyrene (EPS) (%);Extruded polystyrene foam (XPS) (%);Asbestos (%);Gypsum (%);Adobe (%);Teste (%);Fiberglass (%)
Ss_55_15_50_60;Sistemas de pré-desinfecção de ozônio - Ozone pre-disinfection systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_05_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_50_64;Sistemas de pré-desinfecção de permanganato de potássio - Potassium permanganate pre-disinfection systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55;Sistemas de tratamento de água de clarificação - Clarification water treatment systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55_21;Sistemas de limpeza de fossa séptica - Desludging systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55_23;Sistemas de filtragem de areia homogénea direta - Direct homogenous sand filtration systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55_25;Sistemas de filtração direta dupla e tripla camada - Direct twin and triple-layer filtration systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55_30;Sistemas de filtração - Filtration systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55_32;Sistemas de flotação - Flotation systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55_46;Sistemas de decantação de placas de lamela - Lamella plate settling systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55_76;Sistemas de decantação de manta de lodo - Sludge blanket settling systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55_78;Sistemas de contato de lodo - Sludge contact systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_55_80;Sistemas de sedimentação estática - Static settling systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_60;Sistemas de tratamento de água - Polishing water treatment systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_60_08;Sistemas de filtro biológico - Biological filter systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_60_34;Sistemas granulares de adsorção de carvão ativado - Granular activated carbon adsorption systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_60_60;Sistemas de oxidação de ozônio - Ozone oxidation systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_60_64;Sistemas de adsorção de carvão ativado em pó - Powdered activated carbon adsorption systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_60_72;Sistemas de adsorção de resina - Resin adsorption systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_65;Sistemas de tanques de armazenagem de água potável - Potable water storage tank systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_65_15;Sistemas de armazenagem de água potável de betão - Concrete potable water storage systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_65_65;Sistemas de armazenagem de água potável de plástico - Plastics potable water storage systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_65_72;Sistemas de armazenagem de água potável em betão armado - Reinforced concrete potable water storage systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_65_84;Sistemas de armazenagem de água potável com estrutura de aço - Steel framed potable water storage systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_72;Sistemas de extração e monitorização de água - Water extraction and monitoring systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_72_20;Sistemas de furos de extração de água - Water extraction borehole systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_72_50;Sistemas de monitorização de furos de água - Water monitoring borehole systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_80;Sistemas desinfecção e tratamento de água - Disinfection water treatment systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_80_10;Sistemas de desinfecção de dióxido de cloro - Chlorine dioxide disinfection systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_80_12;Sistemas de desinfecção de cloro - Chlorine disinfection systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_80_14;Sistemas de desinfecção de cloroamina - Chloroamine disinfection systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_80_60;Sistemas de desinfecção de ozônio - Ozone disinfection systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_80_90;Sistemas de desinfecção por radiação ultravioleta (UV) - Ultraviolet (UV) radiation disinfection systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_85;Sistemas de tratamento e purificação de água - Water treatment and purification systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_85_08;Sistemas de filtros biológicos aerados inundados - Biological aerated flooded filter systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_85_23;Sistemas de flotação por ar dissolvido - Dissolved air flotation systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_85_46;Sistemas de placa lamela - Lamella plate systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_85_75;Sistemas de filtro de areia - Sandfilter systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_85_85;Sistemas de filtros aerados submersos - Submerged aerated filter systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_95;Sistemas de poço húmido - Wet well systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_95_64;Sistemas de poço húmido em coluna - Piled wet well systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_15_95_72;Sistemas de poço húmido de betão armado - Reinforced concrete wet well systems;02_;Core;02_05_;Sanitary systems;02_05_02_;Water treatment systems;02_06_02_;Water treatment systems;25;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20;Distribuição de gás e sistemas de abastecimento - Gas distribution and supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_33;Sistemas de rede de distribuição de gás - Gas distribution network systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_33_56;Sistemas de rede de distribuição de gás natural - Natural gas distribution network systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_34;Sistemas de abastecimento de gás - Gas supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_34_05;Sistemas de abastecimento de biogás - Biogas supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_34_40;Sistemas de abastecimento de gás de entrada - Incoming gas supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_34_46;Sistemas de abastecimento de gás liquefeito de petróleo (GLP) - Liquefied petroleum gas (LPG) supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_34_57;Sistemas de abastecimento de gás natural - Natural gas supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_34_95;Sistemas de fornecimento de gás de soldar - Welding gas supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_40;Sistemas de abastecimento de gás inerte - Inert gas supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_45;Sistemas de abastecimento de gás de laboratório - Laboratory gas supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_45_05;Sistemas de fornecimento de argônio de laboratório - Laboratory argon supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_45_15;Sistemas de fornecimento de ar comprimido de laboratório - Laboratory compressed air supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_45_36;Sistemas de abastecimento de hélio de laboratório - Laboratory helium supply systems;02_;Core;02_06_;Other systems;;;02_06_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_45_39;Sistemas de abastecimento de hidrogênio de laboratório - Laboratory hydrogen supply systems;02_;Core;02_06_;Other systems;;;02_04_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_45_56;Sistemas de fornecimento de nitrogênio de laboratório - Laboratory nitrogen supply systems;02_;Core;02_06_;Other systems;;;02_04_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_45_59;Sistemas de fornecimento de oxigênio de laboratório - Laboratory oxygen supply systems;02_;Core;02_06_;Other systems;;;02_04_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_51;Sistemas de gás medicinal e vácuo - Medical gas and vacuum systems;02_;Core;02_06_;Other systems;;;02_04_02_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_51_03;Sistemas de eliminação de gases anestésicos médicos - Medical anaesthetic gas scavenging systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_51_15;Sistemas médicos de abastecimento de ar comprimido - Medical compressed air supply systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_51_27;Sistemas de fornecimento de entonox médico - Medical entonox supply systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_51_36;Sistemas médicos de abastecimento de mistura de hélio / oxigênio - Medical helium/ oxygen mixture supply systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_51_56;Sistemas médicos de suprimento de óxido nitroso - Medical nitrous oxide supply systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_51_57;Sistemas de fornecimento de mistura de óxido nitroso / oxigênio medicinal - Medical nitrous oxide/ oxygen mixture supply systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_51_59;Sistemas de fornecimento de oxigênio médico - Medical oxygen supply systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_51_94;Sistemas de vácuo médico - Medical vacuum systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_60;Sistemas de gás de processo - Process gas systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_60_15;Sistemas de abastecimento de ar comprimido - Compressed air supply systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_60_33;Sistemas de vaporização de gás - Gas vaporizing systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_20_85;Sistemas de abastecimento de gás especializado e de alta pureza - Specialist and high purity gas supply systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30;Sistemas de extinção de incêndio - Fire-extinguishing systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_30;Sistemas de espuma - Foam systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_30_31;Sistemas de extinção de incêndio por espuma - Foam fire-extinguishing systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_35;Sistemas gasosos - Gaseous systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_35_10;Sistemas de extinção de incêndio com dióxido de carbono - Carbon dioxide fire-extinguishing systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_35_35;Sistemas de extinção de incêndio de inundação total de gás halocarbono - Halocarbon gas total flooding fire-extinguishing systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_35_40;Sistemas de extinção de incêndio de inundação total de gás inerte - Inert gas total flooding fire-extinguishing systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_65;Sistemas portáteis de extinção de incêndio - Portable fire-extinguishing systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_65_30;Sistemas de cobertor de fogo - Fire blanket systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_65_35;Sistemas de balde de incêndio - Fire bucket systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_65_65;Sistemas de extintor de incêndio portátil - Portable fire extinguisher systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_96;Sistemas de combate a incêndios de água - Water firefighting systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_96_24;Sistemas conta-gotas secos - Dry dropper systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_96_25;Sistemas de - Dry riser systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_96_29;Sistemas de - Fire hose reel systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_96_30;Sistemas de hidrantes de serviço de incêndio - Fire hydrant systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_96_95;Sistemas de canhões de água de serviço de incêndio - Water cannon firefighting systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_96_97;Sistemas de controlador de enchimento - Wet riser systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_98;Sistemas de supressão de incêndio de água - Water fire suppression systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_98_21;Sistemas de dilúvio - Deluge systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_98_23;Sistemas de aspersores domésticos - Domestic sprinkler systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_98_70;Sistemas residenciais de nevoeiro de água - Residential water mist systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_98_85;Sistemas de aspersores - Sprinkler systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_30_98_96;Sistemas de névoa de água - Water mist systems;02_;Core;02_06_;Other systems;02_06_02_;Firefighting installations;02_06_02_;Firefighting installations;30;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_40;Sistemas de distribuição e abastecimento de vapor - Steam distribution and supply systems;02_;Core;02_04_;Ventilation system;02_04_02_;Ductwork and distribution;02_04_02_;Ductwork and distribution;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_40_85;Sistemas de abastecimento de vapor e condensado - Steam supply and condensate systems;02_;Core;02_04_;Ventilation system;02_04_02_;Ductwork and distribution;02_04_02_;Ductwork and distribution;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_40_85_38;Sistemas de abastecimento de vapor e condensado para hospitais - Hospital steam supply and condensate systems;02_;Core;02_04_;Ventilation system;02_04_02_;Ductwork and distribution;02_04_02_;Ductwork and distribution;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_40_85_41;Sistemas industriais de abastecimento de vapor e condensado - Industrial steam supply and condensate systems;02_;Core;02_04_;Ventilation system;02_04_02_;Ductwork and distribution;02_04_02_;Ductwork and distribution;30;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_50;Sistemas de distribuição e abastecimento de combustível líquido - Liquid fuel distribution and supply systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;0;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ss_55_50_46;Sistemas de rede de distribuição de combustível líquido - Liquid fuel distribution network systems;02_;Core;02_06_;Other systems;;;02_06_;Other systems;0;V;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
